id,userid,trackingqualificationid,trackingunitid,award,comments,dateupdated,userdefinedvalue,shortvalue,setbyuserid,updatedbyuserid,dateset
45233,34355,34,30,Distinction,,1371725791,,,,,
45234,34355,34,31,Pass,,,,,,,
53537,23071,156,516,Pass,,,,,,,
53536,26421,156,516,Pass,,,,,,,
53535,23185,156,516,,,,,,,,
53534,25162,156,516,,,,,,,,
45239,34355,34,36,Pass,,,,,,,
45240,34355,34,37,Pass,,,,,,,
45241,34355,34,38,Pass,,,,,,,
53533,23235,156,516,Pass,,,,,,,
45243,34355,34,40,Distinction,,,,,,,
98625,13581,623,989,Pass,,1364465997,,,,,
98624,13581,623,988,Pass,,1371545766,,,,,
98623,13581,623,987,Pass,"Excellent work. Print off your evidence sheet describing radiation from a mobile phone and place it in your folder. Again good work. P",1357650889,,,,,
98622,13581,623,986,Pass,,1371544784,,,,,
59420,36121,138,333,Pass,,,,,,,
105002,14853,466,478,Pass,,,,,,,
91470,33060,28,160,Distinction,,1370959297,,,,,
91000,34364,34,979,,,,,,,,
52135,24402,162,685,,,,,,,,
106709,21832,632,810,,,,,,,,
105403,46725,550,13,,,,,,,,
45772,23441,47,576,,,,,,,,
45773,23602,47,576,,,,,,,,
45774,23510,47,576,,,,,,,,
45775,24879,47,576,,,,,,,,
45776,24876,47,576,,,,,,,,
45777,23550,47,576,,,,,,,,
45778,25921,47,576,,,,,,,,
45779,23577,47,576,,,,,,,,
45780,23620,47,576,,,,,,,,
45781,27125,47,576,,,,,,,,
45782,23590,47,576,,,,,,,,
45783,23524,47,576,,,,,,,,
45784,23581,47,576,,,,,,,,
93324,26970,601,620,Pass,,1371562902,,,,,
84480,35421,159,175,Pass,,,,,,,
115492,35428,159,170,Distinction,,,,,,,
84200,22701,539,879,,,,,,,,
84201,22701,539,923,,,,,,,,
84202,22760,497,527,,,,,,,,
84203,22760,497,526,,,,,,,,
91461,41892,28,159,Distinction,,,,,,,
45796,24154,71,85,,,,,,,,
90152,34309,34,34,Distinction,,,,,,,
85479,46322,471,659,Pass,,,,,,,
85480,46322,471,660,,,,,,,,
71531,22817,22,586,,,,,,,,
91615,46183,28,161,,,,,,,,
90601,46114,551,11,,,,,,,,
45806,14740,71,85,,,,,,,,
91540,33271,28,158,Distinction,,,,,,,
91541,33271,28,159,Distinction,,,,,,,
91542,33271,28,160,Distinction,,1371213420,,,,,
91543,33271,28,161,Distinction,,,,,,,
91544,33271,28,162,Distinction,,,,,,,
85481,46322,471,661,,,,,,,,
45817,35502,91,85,Merit,,,,,,,
45818,34347,91,85,Merit,,,,,,,
53530,23297,156,516,,,,,,,,
56823,34980,119,697,Distinction,,,,,,,
105826,34980,119,1105,Pass,,,,,,,
56821,34980,119,695,Merit,,,,,,,
56820,34980,119,694,Distinction,,,,,,,
45850,24766,51,109,Pass,,,,,,,
49340,37491,176,195,Merit,,,,,,,
45848,24877,51,109,Pass,,,,,,,
45846,23395,51,109,Pass,,,,,,,
45845,23598,51,109,,,,,,,,
45844,24926,51,109,,,,,,,,
45843,23476,51,109,,,,,,,,
45842,24788,51,109,,,,,,,,
45841,23555,51,109,Pass,,,,,,,
45852,24780,51,109,,,,,,,,
45853,24754,51,109,,,,,,,,
45854,23570,51,109,Merit,,,,,,,
45855,24898,51,109,Pass,,,,,,,
52144,35524,162,685,Distinction,,,,,,,
45857,23468,51,109,,,,,,,,
45858,23469,51,109,Pass,,,,,,,
45859,24910,51,109,,,,,,,,
45860,23555,51,102,Distinction,,,,,,,
45861,24788,51,102,,,,,,,,
45862,23476,51,102,,,,,,,,
45863,24926,51,102,,,,,,,,
45864,23598,51,102,,,,,,,,
45865,23395,51,102,Pass,,,,,,,
45867,24877,51,102,Pass,,,,,,,
49344,37491,176,506,Pass,,,,,,,
45869,24766,51,102,Pass,,,,,,,
45871,24780,51,102,,,,,,,,
45872,24754,51,102,,,,,,,,
45873,23570,51,102,Pass,,,,,,,
45874,24898,51,102,Pass,,,,,,,
52143,23242,162,685,Distinction,,,,,,,
45876,23468,51,102,,,,,,,,
45877,23469,51,102,Pass,,,,,,,
45878,24910,51,102,,,,,,,,
56130,37516,22,582,,,,,,,,
56127,37516,22,369,,,,,,,,
56124,37516,22,350,,,,,,,,
56121,37516,22,117,,,,,,,,
56118,37516,22,32,,,,,,,,
45886,24877,51,108,Pass,,,,,,,
49341,37491,176,196,Merit,,,,,,,
45888,24766,51,108,Pass,,,,,,,
45892,23570,51,108,Pass,,,,,,,
45893,24898,51,108,,,,,,,,
52142,35475,162,685,,,,,,,,
45896,23469,51,108,Pass,,,,,,,
45898,23555,51,103,,,,,,,,
45899,24788,51,103,,,,,,,,
45900,23476,51,103,,,,,,,,
45901,24926,51,103,,,,,,,,
45902,23598,51,103,,,,,,,,
45903,23395,51,103,,,,,,,,
45905,24877,51,103,Pass,,,,,,,
49343,37491,176,505,Pass,,,,,,,
45907,24766,51,103,Pass,,,,,,,
45909,24780,51,103,,,,,,,,
45910,24754,51,103,,,,,,,,
45911,23570,51,103,Merit,,,,,,,
45912,24898,51,103,Pass,,,,,,,
52141,35256,162,685,Pass,,,,,,,
45914,23468,51,103,,,,,,,,
45915,23469,51,103,Pass,,,,,,,
45916,24910,51,103,,,,,,,,
45917,23555,51,640,Distinction,,,,,,,
45918,24788,51,640,Pass,,,,,,,
45919,23476,51,640,Pass,,,,,,,
45920,24926,51,640,Pass,,,,,,,
45921,23598,51,640,Distinction,,,,,,,
45922,23395,51,640,Pass,,,,,,,
45924,24877,51,640,Pass,,,,,,,
45926,24766,51,640,Pass,,,,,,,
59419,36121,138,197,Pass,,1370277207,,,,,
45928,24780,51,640,Pass,,,,,,,
45929,24754,51,640,Pass,,,,,,,
45930,23570,51,640,Pass,,,,,,,
45931,24898,51,640,,,,,,,,
52140,35310,162,685,Distinction,,,,,,,
45933,23468,51,640,Pass,,,,,,,
45934,23469,51,640,Pass,,,,,,,
45935,24910,51,640,Pass,,,,,,,
56129,37516,22,581,,,,,,,,
56126,37516,22,353,,,,,,,,
56123,37516,22,349,,,,,,,,
56120,37516,22,113,,,,,,,,
56117,37516,22,28,,,,,,,,
45943,24877,51,642,Pass,,,,,,,
45945,24766,51,642,Pass,,,,,,,
116284,36119,138,343,Merit,,,,,,,
45949,23570,51,642,Pass,,,,,,,
45950,24898,51,642,,,,,,,,
52139,35297,162,685,Distinction,,,,,,,
45953,23469,51,642,Pass,,,,,,,
49201,36310,176,507,Pass,,,,,,,
45969,37379,130,250,Merit,,,,,,,
45970,37379,130,251,Merit,,,,,,,
45971,37379,130,252,Pass,,,,,,,
45972,37379,130,253,Merit,,,,,,,
45973,37379,130,286,Merit,,,,,,,
45974,37379,130,288,Pass,,,,,,,
45975,37379,130,264,Pass,,,,,,,
45976,37379,130,290,Merit,,,,,,,
45977,37379,130,291,Pass,,,,,,,
45978,37379,130,292,Pass,,,,,,,
45979,37379,130,294,Merit,,,,,,,
45980,37379,130,295,Merit,,,,,,,
88858,46339,156,408,,,,,,,,
56799,34678,119,220,Merit,,,,,,,
56800,34678,119,221,Distinction,,,,,,,
45986,23151,40,26,Pass,,,,,,,
50396,36165,424,114,,,,,,,,
45989,25355,40,26,Distinction,,,,,,,
92161,23664,485,634,,,,,,,,
45991,24911,40,26,Distinction,,,,,,,
45992,23210,40,26,Pass,,,,,,,
52065,35490,402,682,Distinction,,,,,,,
45994,23332,40,26,Distinction,,,,,,,
45995,23159,40,26,,,,,,,,
45997,23302,40,26,Distinction,,,,,,,
52022,21893,402,680,Merit,,,,,,,
45999,23253,40,26,Distinction,,,,,,,
46000,25211,40,26,Pass,,,,,,,
52002,21893,402,679,Merit,,,,,,,
51983,24290,402,678,Pass,,,,,,,
46003,23329,40,26,Pass,,,,,,,
46004,23250,40,26,Distinction,,,,,,,
46005,23175,40,26,Distinction,,,,,,,
46006,24725,40,26,Pass,,,,,,,
90683,38058,56,264,,,,,,,,
46008,27786,40,26,Distinction,,,,,,,
46009,25251,40,26,Pass,,,,,,,
75514,42491,408,645,Pass,,1362755236,,,,,
75513,42491,408,644,Pass,,1362755238,,,,,
98418,36504,466,934,,,,,,,,
49175,36428,176,344,Distinction,,,,,,,
56765,35042,119,222,,,,,,,,
56766,35042,119,694,,,,,,,,
56767,35042,119,695,,,,,,,,
105829,34978,119,1106,Distinction,,,,,,,
53972,23873,91,86,Pass,,,,,,,
89251,34548,156,405,,,,,,,,
89250,34548,156,404,,,,,,,,
89249,34548,156,403,,,,,,,,
89248,34548,156,402,,,,,,,,
89247,34548,156,401,,,,,,,,
89245,34548,156,399,,,,,,,,
89246,34548,156,400,,,,,,,,
50377,34879,424,115,,,,,,,,
100146,48302,409,155,,,,,,,,
50397,36165,424,115,,,,,,,,
90692,35960,56,264,Merit,,,,,,,
90725,36317,56,256,Distinction,,,,,,,
90726,35962,56,256,Distinction,,,,,,,
95472,35989,579,357,,,,,,,,
46039,23195,39,643,,,,,,,,
90774,36101,56,288,,,,,,,,
90775,36112,56,288,,,,,,,,
90776,36102,56,288,,,,,,,,
90777,36098,56,288,,,,,,,,
90548,35883,551,13,Pass,,,,,,,
78785,42792,19,19,,,,,,,,
93447,35188,404,616,Pass,,1353949927,,,,,
93449,35305,404,616,Pass,,1353950733,,,,,
93450,24558,404,616,Pass,,1353950739,,,,,
93451,22275,404,616,Pass,,1353950743,,,,,
93452,35496,404,616,Pass,,1353950747,,,,,
93453,22032,404,616,Pass,,1353949937,,,,,
93454,22283,404,616,Pass,,1353950754,,,,,
93456,33295,404,616,Pass,,1353950761,,,,,
93457,22176,404,616,Pass,,1353949945,,,,,
93458,32907,404,616,Pass,,1353949952,,,,,
93459,14719,404,616,Pass,,1353949955,,,,,
93460,24166,404,616,Pass,,1353949962,,,,,
93461,14909,404,616,Pass,,1353949966,,,,,
93462,14864,404,616,Pass,,1353949968,,,,,
98797,36729,623,992,,,,,,,,
98795,36729,623,990,Pass,,1372240617,,,,,
98793,36729,623,988,,,,,,,,
98791,36729,623,986,,,,,,,,
50315,34879,424,113,,,,,,,,
59434,23615,138,195,Pass,,1370277287,,,,,
100623,41916,578,274,,,,,,,,
92783,48249,576,37,,,,,,,,
90691,13584,56,264,,,,,,,,
50346,33408,424,114,,,,,,,,
90619,33133,56,259,,,,,,,,
105477,46366,553,12,Pass,,,,,,,
95243,35475,162,457,,,,,,,,
53630,34646,156,516,,,,,,,,
53623,37046,156,516,,,,,,,,
53616,16351,156,516,,,,,,,,
53609,14134,156,516,,,,,,,,
53602,35118,156,516,,,,,,,,
53595,27410,156,516,,,,,,,,
53567,23191,156,516,,,,,,,,
53560,23200,156,516,Distinction,,,,,,,
53553,23198,156,516,,,,,,,,
53546,16223,156,516,,,,,,,,
53539,23274,156,516,,,,,,,,
92159,23664,485,629,,,,,,,,
53532,23158,156,516,Distinction,,,,,,,
46109,34993,403,250,,,,,,,,
46110,34993,403,251,Pass,,,,,,,
46111,34993,403,252,Pass,,,,,,,
46112,34993,403,253,Pass,,,,,,,
46113,34993,403,264,Distinction,,,,,,,
46114,34993,403,285,Distinction,,,,,,,
46126,17118,426,164,,,,,,,,
46127,23425,426,164,Pass,,,,,,,
46128,25416,426,164,Merit,,,,,,,
46129,17203,426,164,Pass,,,,,,,
49932,36144,56,253,Distinction,,,,,,,
46131,23453,426,164,Pass,,,,,,,
46132,17055,426,164,Merit,,,,,,,
46133,24518,426,164,Pass,,,,,,,
46134,23534,426,164,Pass,,,,,,,
46135,23457,426,164,,,,,,,,
46136,23572,426,164,Pass,,,,,,,
46137,17130,426,164,Merit,,,,,,,
110024,21318,134,767,Merit,,,,,,,
46139,14939,426,164,Pass,,,,,,,
46140,23594,426,164,Pass,,,,,,,
46141,23619,426,164,Merit,,,,,,,
46142,17084,426,164,Merit,,,,,,,
46143,23472,426,164,Merit,,,,,,,
46144,25334,426,164,,,,,,,,
46145,26322,426,164,Merit,,,,,,,
46146,23537,426,164,Merit,,,,,,,
46147,17369,426,164,Merit,,,,,,,
46148,23511,426,164,Pass,,,,,,,
46149,23614,426,164,Pass,,,,,,,
46150,18482,426,164,Pass,,,,,,,
46151,25365,426,164,,,,,,,,
84406,37264,50,364,,,,,,,,
46153,25417,426,164,Merit,,,,,,,
46154,25062,426,164,Merit,,,,,,,
46155,23543,426,164,Merit,,,,,,,
46156,23551,426,164,Pass,,,,,,,
91597,33024,28,159,Merit,,,,,,,
46158,17118,426,165,,,,,,,,
46159,23425,426,165,Distinction,,,,,,,
46160,25416,426,165,Pass,,,,,,,
46161,17203,426,165,Pass,,,,,,,
110145,42658,89,73,Pass,,,,,,,
46163,23453,426,165,Pass,,,,,,,
46164,17055,426,165,Pass,,,,,,,
46165,24518,426,165,Pass,,,,,,,
46166,23534,426,165,Pass,,,,,,,
46167,23457,426,165,,,,,,,,
46168,23572,426,165,Merit,,,,,,,
46169,17130,426,165,Merit,,,,,,,
110023,11291,134,767,Pass,,,,,,,
46171,14939,426,165,Pass,,,,,,,
46172,23594,426,165,Merit,,,,,,,
46173,23619,426,165,Merit,,,,,,,
46174,17084,426,165,Pass,,,,,,,
46175,23472,426,165,Pass,,,,,,,
46176,25334,426,165,,,,,,,,
46177,26322,426,165,Distinction,,,,,,,
46178,23537,426,165,Distinction,,,,,,,
46179,17369,426,165,Pass,,,,,,,
46180,23511,426,165,Pass,,,,,,,
46181,23614,426,165,Pass,,,,,,,
46182,18482,426,165,Pass,,,,,,,
46183,25365,426,165,,,,,,,,
46185,25417,426,165,Merit,,,,,,,
46186,25062,426,165,Pass,,,,,,,
46187,23543,426,165,Distinction,,,,,,,
46188,23551,426,165,Pass,,,,,,,
91596,33024,28,158,Pass,,,,,,,
46190,17118,426,166,,,,,,,,
46191,23425,426,166,Pass,,,,,,,
46192,25416,426,166,Merit,,,,,,,
46193,17203,426,166,Merit,,,,,,,
104597,23175,40,738,,,,,,,,
46195,23453,426,166,Pass,,,,,,,
46196,17055,426,166,Pass,,,,,,,
46197,24518,426,166,Pass,,,,,,,
46198,23534,426,166,Pass,,,,,,,
46199,23457,426,166,Pass,,,,,,,
46200,23572,426,166,Merit,,,,,,,
46201,17130,426,166,Merit,,,,,,,
91578,42025,28,726,Distinction,,,,,,,
46203,14939,426,166,Pass,,,,,,,
46204,23594,426,166,Pass,,,,,,,
46205,23619,426,166,Pass,,,,,,,
46206,17084,426,166,Merit,,,,,,,
46207,23472,426,166,Merit,,,,,,,
46208,25334,426,166,,,,,,,,
46209,26322,426,166,Distinction,,,,,,,
46210,23537,426,166,Distinction,,,,,,,
46211,17369,426,166,Distinction,,,,,,,
46212,23511,426,166,Merit,,,,,,,
46213,23614,426,166,Pass,,,,,,,
46214,18482,426,166,Merit,,,,,,,
46215,25365,426,166,,,,,,,,
46217,25417,426,166,Merit,,,,,,,
46218,25062,426,166,Merit,,,,,,,
46219,23543,426,166,Distinction,,,,,,,
46220,23551,426,166,Merit,,,,,,,
91595,33024,28,74,Pass,,,,,,,
46222,17118,426,167,,,,,,,,
84375,35606,40,484,Distinction,,,,,,,
91577,42025,28,163,Merit,,,,,,,
46240,25334,426,167,,,,,,,,
46247,25365,426,167,,,,,,,,
84271,23624,541,874,,,,,,,,
91594,41957,28,726,Distinction,,,,,,,
46254,17118,426,168,,,,,,,,
46255,23425,426,168,Pass,,,,,,,
46256,25416,426,168,Pass,,,,,,,
46257,17203,426,168,Pass,,,,,,,
84530,36000,56,258,,,,,,,,
46259,23453,426,168,Pass,,,,,,,
46260,17055,426,168,Pass,,,,,,,
46261,24518,426,168,Pass,,,,,,,
46262,23534,426,168,Merit,,1358178597,,,,,
46263,23457,426,168,,,,,,,,
46264,23572,426,168,Merit,,,,,,,
46265,17130,426,168,Pass,,,,,,,
91576,42025,28,162,Pass,,,,,,,
46267,14939,426,168,Pass,,,,,,,
46268,23594,426,168,Merit,,,,,,,
46269,23619,426,168,Merit,,,,,,,
46270,17084,426,168,Pass,,,,,,,
46271,23472,426,168,Merit,,,,,,,
46272,25334,426,168,,,,,,,,
46273,26322,426,168,Merit,,,,,,,
46274,23537,426,168,Merit,,,,,,,
46275,17369,426,168,Pass,,,,,,,
46276,23511,426,168,Pass,,,,,,,
46277,23614,426,168,Pass,,,,,,,
46278,18482,426,168,Pass,,,,,,,
46279,25365,426,168,,,,,,,,
49926,35960,56,253,Pass,,,,,,,
46281,25417,426,168,Merit,,,,,,,
46282,25062,426,168,Merit,,,,,,,
46283,23543,426,168,Merit,,,,,,,
46284,23551,426,168,Pass,,,,,,,
91593,41957,28,163,Distinction,,,,,,,
46286,17118,426,169,,,,,,,,
46287,23425,426,169,Pass,,,,,,,
46288,25416,426,169,Merit,,,,,,,
46289,17203,426,169,Pass,,,,,,,
86930,33267,532,832,Distinction,,1371115005,,,,,
46291,23453,426,169,Pass,,,,,,,
46292,17055,426,169,Merit,,,,,,,
46293,24518,426,169,Pass,,,,,,,
46294,23534,426,169,Pass,,,,,,,
46295,23457,426,169,,,,,,,,
46296,23572,426,169,Merit,,,,,,,
46297,17130,426,169,Merit,,,,,,,
91575,42025,28,161,Pass,,,,,,,
46299,14939,426,169,Merit,,,,,,,
46300,23594,426,169,Pass,,,,,,,
46301,23619,426,169,Pass,,,,,,,
46302,17084,426,169,Merit,,,,,,,
46303,23472,426,169,Merit,,,,,,,
46304,25334,426,169,,,,,,,,
46305,26322,426,169,Merit,,,,,,,
46306,23537,426,169,Merit,,,,,,,
46307,17369,426,169,Merit,,,,,,,
46308,23511,426,169,Pass,,,,,,,
46309,23614,426,169,Merit,,,,,,,
46310,18482,426,169,Pass,,,,,,,
46311,25365,426,169,,,,,,,,
49928,35960,56,263,Pass,,,,,,,
46313,25417,426,169,Merit,,,,,,,
46314,25062,426,169,Merit,,,,,,,
46315,23543,426,169,Merit,,,,,,,
46316,23551,426,169,Pass,,,,,,,
91592,41957,28,162,Distinction,,,,,,,
46318,17118,426,170,,,,,,,,
46319,23425,426,170,Pass,,,,,,,
46320,25416,426,170,Pass,,,,,,,
46321,17203,426,170,Pass,,,,,,,
86927,33267,532,829,Distinction,,1369759413,,,,,
46323,23453,426,170,Pass,,,,,,,
46324,17055,426,170,Merit,,,,,,,
46325,24518,426,170,Pass,,,,,,,
46326,23534,426,170,Pass,,,,,,,
46327,23457,426,170,Pass,,,,,,,
46328,23572,426,170,Merit,,,,,,,
46329,17130,426,170,Pass,,,,,,,
91574,42025,28,160,Distinction,,1370959318,,,,,
46331,14939,426,170,Pass,,,,,,,
46332,23594,426,170,Pass,,,,,,,
46333,23619,426,170,Merit,,,,,,,
46334,17084,426,170,Pass,,,,,,,
46335,23472,426,170,Merit,,,,,,,
46336,25334,426,170,,,,,,,,
46337,26322,426,170,Distinction,,,,,,,
46338,23537,426,170,Merit,,,,,,,
46339,17369,426,170,Merit,,,,,,,
46340,23511,426,170,Pass,,,,,,,
46341,23614,426,170,Pass,,,,,,,
46342,18482,426,170,Pass,,,,,,,
46343,25365,426,170,,,,,,,,
49931,36335,56,263,Distinction,,,,,,,
46345,25417,426,170,Pass,,,,,,,
46346,25062,426,170,Pass,,,,,,,
46347,23543,426,170,Pass,,,,,,,
46348,23551,426,170,Pass,,,,,,,
91591,41957,28,161,Distinction,,,,,,,
46350,17118,426,171,,,,,,,,
46351,23425,426,171,Pass,,,,,,,
46352,25416,426,171,Pass,,,,,,,
46353,17203,426,171,Pass,,,,,,,
92391,16083,465,980,,,,,,,,
46355,23453,426,171,Pass,,,,,,,
46356,17055,426,171,Pass,,,,,,,
46357,24518,426,171,Pass,,,,,,,
46358,23534,426,171,Pass,,,,,,,
46359,23457,426,171,Pass,,,,,,,
46360,23572,426,171,Merit,,,,,,,
46361,17130,426,171,Merit,,,,,,,
91573,42025,28,159,Pass,,,,,,,
46363,14939,426,171,Merit,,,,,,,
46364,23594,426,171,Pass,,,,,,,
46365,23619,426,171,Merit,,,,,,,
46366,17084,426,171,Pass,,,,,,,
46367,23472,426,171,Merit,,,,,,,
46368,25334,426,171,,,,,,,,
46369,26322,426,171,Merit,,,,,,,
46370,23537,426,171,Merit,,,,,,,
46371,17369,426,171,Pass,,,,,,,
46372,23511,426,171,Pass,,,,,,,
46373,23614,426,171,Pass,,,,,,,
46374,18482,426,171,Merit,,,,,,,
46375,25365,426,171,,,,,,,,
84341,36924,40,488,Distinction,,,,,,,
46377,25417,426,171,Merit,,,,,,,
46378,25062,426,171,Pass,,,,,,,
46379,23543,426,171,Merit,,,,,,,
46380,23551,426,171,Pass,,,,,,,
91590,41957,28,160,Distinction,,1371048634,,,,,
46382,17118,426,172,,,,,,,,
46383,23425,426,172,Pass,,,,,,,
46384,25416,426,172,Pass,,,,,,,
46385,17203,426,172,Pass,,,,,,,
104542,46432,577,490,Distinction,,,,,,,
46387,23453,426,172,Pass,,,,,,,
46388,17055,426,172,Pass,,,,,,,
46389,24518,426,172,Pass,,,,,,,
46390,23534,426,172,Distinction,,1358178569,,,,,
46391,23457,426,172,Merit,,,,,,,
46392,23572,426,172,Distinction,,,,,,,
46393,17130,426,172,Merit,,,,,,,
91572,42025,28,158,Pass,,,,,,,
46395,14939,426,172,Pass,,,,,,,
46396,23594,426,172,Merit,,,,,,,
46397,23619,426,172,Merit,,,,,,,
46398,17084,426,172,Merit,,,,,,,
46399,23472,426,172,Merit,,,,,,,
46400,25334,426,172,,,,,,,,
46401,26322,426,172,Distinction,,,,,,,
46402,23537,426,172,Distinction,,,,,,,
46403,17369,426,172,Pass,,,,,,,
46404,23511,426,172,Pass,,,,,,,
46405,23614,426,172,Merit,,,,,,,
46406,18482,426,172,Pass,,,,,,,
46407,25365,426,172,,,,,,,,
84343,36924,40,491,Distinction,,,,,,,
46409,25417,426,172,Pass,,,,,,,
46410,25062,426,172,Merit,,,,,,,
46411,23543,426,172,Distinction,,,,,,,
46412,23551,426,172,Pass,,,,,,,
91589,41957,28,159,Distinction,,,,,,,
46414,17118,426,173,,,,,,,,
46415,23425,426,173,Merit,,,,,,,
46416,25416,426,173,Pass,,,,,,,
46417,17203,426,173,Merit,,,,,,,
104546,46432,577,643,Distinction,,,,,,,
46419,23453,426,173,Pass,,,,,,,
46420,17055,426,173,Merit,,,,,,,
46421,24518,426,173,Pass,,,,,,,
46422,23534,426,173,Pass,,,,,,,
46423,23457,426,173,Pass,,,,,,,
46424,23572,426,173,Merit,,,,,,,
46425,17130,426,173,Merit,,,,,,,
91571,42025,28,74,Pass,,,,,,,
46427,14939,426,173,Pass,,,,,,,
46428,23594,426,173,Pass,,,,,,,
46429,23619,426,173,Merit,,,,,,,
46430,17084,426,173,Merit,,,,,,,
46431,23472,426,173,Merit,,,,,,,
46432,25334,426,173,,,,,,,,
46433,26322,426,173,Merit,,,,,,,
46434,23537,426,173,Merit,,,,,,,
46435,17369,426,173,Pass,,,,,,,
46436,23511,426,173,Pass,,,,,,,
46437,23614,426,173,Pass,,,,,,,
46438,18482,426,173,Merit,,,,,,,
46439,25365,426,173,,,,,,,,
110143,47411,89,73,,,,,,,,
46441,25417,426,173,Merit,,,,,,,
46442,25062,426,173,Pass,,,,,,,
46443,23543,426,173,Merit,,,,,,,
46444,23551,426,173,Pass,,,,,,,
91588,41957,28,158,Distinction,,,,,,,
46446,17118,426,174,,,,,,,,
46447,23425,426,174,Pass,,,,,,,
46448,25416,426,174,Distinction,,,,,,,
46449,17203,426,174,Pass,,,,,,,
86102,22760,570,413,,,,,,,,
46451,23453,426,174,Pass,,,,,,,
46452,17055,426,174,Pass,,,,,,,
46453,24518,426,174,Pass,,,,,,,
46454,23534,426,174,Pass,,,,,,,
46455,23457,426,174,,,,,,,,
46456,23572,426,174,Merit,,,,,,,
46457,17130,426,174,Pass,,,,,,,
91570,41900,28,726,Distinction,,,,,,,
46459,14939,426,174,Pass,,,,,,,
46460,23594,426,174,Pass,,,,,,,
46461,23619,426,174,Merit,,,,,,,
46462,17084,426,174,Pass,,,,,,,
46463,23472,426,174,Merit,,,,,,,
46464,25334,426,174,,,,,,,,
46465,26322,426,174,Distinction,,,,,,,
46466,23537,426,174,Merit,,,,,,,
46467,17369,426,174,Pass,,,,,,,
46468,23511,426,174,Pass,,,,,,,
46469,23614,426,174,Pass,,,,,,,
46470,18482,426,174,Pass,,,,,,,
46471,25365,426,174,,,,,,,,
83997,47532,539,878,,,,,,,,
46473,25417,426,174,Pass,,,,,,,
46474,25062,426,174,Merit,,,,,,,
46475,23543,426,174,Distinction,,,,,,,
46476,23551,426,174,Pass,,,,,,,
91587,41957,28,74,Distinction,,,,,,,
46478,17118,426,175,,,,,,,,
46479,23425,426,175,Pass,,,,,,,
46480,25416,426,175,Merit,,,,,,,
46481,17203,426,175,Pass,,,,,,,
86121,42919,502,517,Pass,,,,,,,
46483,23453,426,175,Pass,,,,,,,
46484,17055,426,175,Pass,,,,,,,
46485,24518,426,175,Merit,,,,,,,
46486,23534,426,175,Pass,,,,,,,
46487,23457,426,175,Merit,,,,,,,
46488,23572,426,175,Pass,,,,,,,
46489,17130,426,175,Pass,,,,,,,
91569,41900,28,163,Distinction,,,,,,,
46491,14939,426,175,Pass,,,,,,,
46492,23594,426,175,Pass,,,,,,,
46493,23619,426,175,Merit,,,,,,,
46494,17084,426,175,Merit,,,,,,,
46495,23472,426,175,Merit,,,,,,,
46496,25334,426,175,Pass,,,,,,,
46497,26322,426,175,Merit,,,,,,,
46498,23537,426,175,Merit,,,,,,,
46499,17369,426,175,Pass,,,,,,,
46500,23511,426,175,Pass,,,,,,,
46501,23614,426,175,Merit,,,,,,,
46502,18482,426,175,Pass,,,,,,,
46503,25365,426,175,Pass,,,,,,,
83999,47532,539,923,,,,,,,,
46505,25417,426,175,Merit,,,,,,,
46506,25062,426,175,Merit,,,,,,,
46507,23543,426,175,Merit,,,,,,,
46508,23551,426,175,Pass,,,,,,,
110030,34825,134,767,Pass,,,,,,,
46510,17118,426,176,,,,,,,,
46511,23425,426,176,Merit,,,,,,,
46512,25416,426,176,Pass,,,,,,,
46513,17203,426,176,Pass,,,,,,,
86853,33453,532,825,Distinction,,1370384218,,,,,
46515,23453,426,176,Pass,,,,,,,
46516,17055,426,176,Pass,,,,,,,
46517,24518,426,176,Pass,,,,,,,
46518,23534,426,176,Pass,,,,,,,
46519,23457,426,176,Pass,,,,,,,
46520,23572,426,176,Pass,,,,,,,
46521,17130,426,176,Pass,,,,,,,
91568,41900,28,162,Distinction,,,,,,,
46523,14939,426,176,Pass,,,,,,,
46524,23594,426,176,Pass,,,,,,,
46525,23619,426,176,Pass,,,,,,,
46526,17084,426,176,Pass,,,,,,,
46527,23472,426,176,Pass,,,,,,,
46528,25334,426,176,,,,,,,,
46529,26322,426,176,Merit,,,,,,,
46530,23537,426,176,Merit,,,,,,,
46531,17369,426,176,Pass,,,,,,,
46532,23511,426,176,Pass,,,,,,,
46533,23614,426,176,Pass,,,,,,,
46534,18482,426,176,Pass,,,,,,,
46535,25365,426,176,,,,,,,,
84002,35251,539,874,,,,,,,,
46537,25417,426,176,Pass,,,,,,,
46538,25062,426,176,Merit,,,,,,,
46539,23543,426,176,Merit,,,,,,,
46540,23551,426,176,Pass,,,,,,,
110029,34900,134,767,Pass,,1372686704,,,,,
46542,17118,426,177,,,,,,,,
46543,23425,426,177,Merit,,,,,,,
46544,25416,426,177,Pass,,,,,,,
46545,17203,426,177,Pass,,,,,,,
109393,49570,633,807,Pass,,,,,,,
46547,23453,426,177,Pass,,,,,,,
46548,17055,426,177,Merit,,,,,,,
46549,24518,426,177,Merit,,,,,,,
46550,23534,426,177,Pass,,,,,,,
46551,23457,426,177,Pass,,,,,,,
46552,23572,426,177,Merit,,,,,,,
46553,17130,426,177,Pass,,,,,,,
91567,41900,28,161,Distinction,,,,,,,
46555,14939,426,177,Pass,,,,,,,
46556,23594,426,177,Pass,,,,,,,
46557,23619,426,177,Merit,,,,,,,
